Name,Article_ID_x,Date_x,repeat_x,Article_ID_y,Date_y,repeat_y,career_length,Gender
Judith E. Deutsch,6777859,2017-05-18,True,6773507,2020-03-31,True,1048 days,F
Judith Egan,6787998,2017-05-28,True,6577171,2021-02-17,True,1361 days,F
Judith Gebauer,6691764,2020-10-01,True,6584708,2022-06-10,True,617 days,F
Judith Good,6633755,2020-09-29,True,6642951,2020-10-26,True,27 days,F
Judith Kelner,6789726,2020-02-03,True,6784835,2022-04-09,True,796 days,F
Judith Michael,6646069,2020-03-06,True,6724715,2023-01-19,True,1049 days,F
Judith S. Donath,6692556,2020-10-01,True,6692356,2021-03-15,True,165 days,F
Judith Timmer,6804626,2017-05-26,True,6804822,2022-04-09,True,1779 days,F
Judy E. Scott,6589717,2020-05-20,True,6692560,2020-10-01,True,134 days,F
Judy Goldsmith,6611064,2019-01-21,True,6640489,2022-10-02,True,1350 days,F
Judy Kay,6584965,2020-05-14,True,6633656,2022-01-03,True,599 days,F
Judy Robertson,6633755,2020-09-29,True,6691703,2020-10-01,True,2 days,F
Juhi Jaiswal,6562285,2022-10-02,True,6563035,2022-12-06,True,65 days,F
Julia A. Schnabel,6660162,2020-02-20,True,6761928,2020-12-29,True,313 days,F
Julia Belau,6804505,2017-05-26,True,6804652,2021-03-24,True,1398 days,F
Julia Brailovskaia,6774842,2020-05-30,True,6774532,2022-04-09,True,679 days,F
Julia Kneer,6776057,2020-03-31,True,6628563,2020-04-01,True,1 days,F
Julia P. Emelianova,6753937,2020-07-03,True,6753581,2022-11-02,True,852 days,F
Julia Ramírez,6684460,2022-07-27,True,6684827,2022-10-02,True,67 days,F
Julia S. Tokareva,6753664,2020-07-03,True,6804959,2021-10-14,True,468 days,F
Julia Sanz 0001,6720709,2020-08-25,True,6749453,2021-10-14,True,415 days,F
Julia Sidorova,6755750,2021-02-17,True,6725210,2021-12-15,True,301 days,F
Julia V. Tsyganova,6754643,2020-07-03,True,6632664,2020-12-29,True,179 days,F
Juliana C. Correa,6650472,2020-04-16,True,6698326,2022-10-02,True,899 days,F
Juliana Carvalho-Tavares,6789848,2020-02-03,True,6769113,2020-07-03,True,151 days,F
Juliana Freire,6722634,2020-05-11,True,6716900,2021-11-30,True,568 days,F
Juliana Y. Tsai,6639675,2020-02-22,True,6638781,2020-06-15,True,114 days,F
Julie A. McCann,6634846,2020-03-24,True,6601171,2020-12-17,True,268 days,F
Julie A. Shah,6611593,2019-01-21,True,6616937,2020-04-02,True,437 days,F
Julie Dugdale,6667782,2020-07-09,True,6612044,2022-04-27,True,657 days,F
Julie E. Kendall,6590599,2020-05-20,True,6584754,2022-06-10,True,751 days,F
Julie Smith David,6639151,2020-02-22,True,6764853,2020-05-26,True,94 days,F
Juliette Rouchier,6667016,2020-07-09,True,6667330,2022-12-07,True,881 days,F
Julita Vassileva,6559839,2020-06-05,True,6633939,2021-12-15,True,558 days,F
Jurgita Antucheviciene,6722014,2020-08-25,True,6715568,2022-06-23,True,667 days,F
Jutta Pauschenwein,6649038,2022-05-17,True,6648348,2022-06-23,True,37 days,F
Júlia Zappe,6767284,2017-09-08,True,6575213,2021-02-17,True,1258 days,F
Kaisa Miettinen,6741557,2022-03-16,True,6742288,2022-10-02,True,200 days,F
Kaisa Still,6741772,2017-12-28,True,6651257,2021-10-14,True,1386 days,F
Kala Chand Seal,6764912,2020-05-26,True,6810293,2020-07-09,True,44 days,F
Kalina S. Staykova,6639077,2020-02-22,True,6638739,2020-06-22,True,121 days,F
Kalina Yacef,6697126,2020-07-09,True,6633953,2020-09-29,True,82 days,F
Kalliopi Kravari,6731932,2018-11-14,True,6667688,2020-07-09,True,603 days,F
Kalpana K. Mahajan,6626484,2020-05-10,True,6624934,2021-10-14,True,522 days,F
Kalpana Shankar,6629684,2020-04-01,True,6668019,2020-09-05,True,157 days,F
Kalyani Mali,6710255,2018-01-12,True,6623211,2020-04-25,True,834 days,F
Kamila Bendová,6725601,2021-02-17,True,6809887,2021-12-08,True,294 days,F
Kanako Harada,6781167,2020-04-01,True,6758603,2020-09-02,True,154 days,F
Kanti B. Datta,6632612,2017-05-28,True,6727776,2021-02-17,True,1361 days,F
Kaori Fujinami,6635235,2012-08-23,True,6720839,2020-08-25,True,2924 days,F
Karan V. I. S. Kaler,6760507,2020-09-02,True,6758008,2021-10-14,True,407 days,F
Karen A. Brown,6761815,2020-09-02,True,6760527,2020-10-26,True,54 days,F
Karen A. Moxon,6682961,2020-02-24,True,6758205,2020-09-02,True,191 days,F
Karen D. Gordon,6636013,2004-05-05,True,6615078,2020-02-22,True,5771 days,F
Karen Godary-Dejean,6704794,2022-03-28,True,6679866,2022-10-02,True,188 days,F
Karen Jensen,6729195,2020-03-13,True,6620980,2020-05-19,True,67 days,F
Karen L. McGraw,6621018,2020-05-19,True,6620462,2021-06-16,True,393 days,F
Karen Levy,6692416,2020-10-01,True,6805493,2021-03-23,True,173 days,F
Karen O. Egiazarian,6580369,2020-03-12,True,6650915,2020-09-18,True,190 days,F
Karen Renaud,6619359,2020-03-12,True,6629470,2022-12-07,True,1000 days,F
Karen S. Quigley,6685218,2020-02-22,True,6760287,2020-09-02,True,193 days,F
Karen V. Stepanyan,6803581,2020-04-07,True,6754781,2021-02-19,True,318 days,F
Karen Works,6642279,2017-05-18,True,6560580,2020-05-19,True,1097 days,F
Karen Zita Haigh,6776844,2017-05-18,True,6621268,2020-05-19,True,1097 days,F
Kari Halonen,6580639,2020-03-12,True,6678062,2020-08-25,True,166 days,F
Kari Remes,6603670,2020-06-08,True,6606835,2021-02-11,True,248 days,F
Karin Becker,6738337,2018-12-26,True,6717034,2021-11-30,True,1070 days,F
Karin Hansson,6598287,2020-06-05,True,6598487,2023-01-05,True,944 days,F
Karin Högstedt,6697621,2020-04-01,True,6669890,2020-10-02,True,184 days,F
Karin Koogan Breitman,6620298,2020-05-20,True,6717170,2022-12-07,True,931 days,F
Karin Schnass,6583333,2020-03-12,True,6564580,2020-03-13,True,1 days,F
Karin Schweizer,6628349,2020-05-13,True,6692395,2020-10-01,True,141 days,F
Karin Verspoor,6687817,2022-02-17,True,6688846,2022-10-02,True,227 days,F
Karina Gibert,6735492,2019-06-02,True,6662762,2020-10-26,True,512 days,F
Karla Brkic,6733859,2017-08-23,True,6684468,2022-04-09,True,1690 days,F
Karla Stépánová,6681424,2020-02-24,True,6691217,2021-10-14,True,598 days,F
Katalin Bálint,6628378,2021-02-19,True,6725284,2022-06-23,True,489 days,F
Katalin M. Hangos,6632756,2017-06-14,True,6632048,2021-05-14,True,1430 days,F
Katarina Lindblad-Gidlund,6622662,2021-03-31,True,6622877,2022-10-05,True,553 days,F
Katarina N. Dominiak,6747904,2020-05-13,True,6746878,2021-04-26,True,348 days,F
Katarzyna Abramczuk,6667205,2020-07-09,True,6667615,2022-04-09,True,639 days,F
Katarzyna Filipiak,6624267,2022-10-02,True,6625995,2022-12-07,True,66 days,F
Katarzyna Musial,6754985,2020-06-08,True,6800576,2020-09-24,True,108 days,F
Katarzyna Pentos,6796482,2020-09-24,True,6749994,2021-09-23,True,364 days,F
Katarzyna Rudnik,6716301,2019-10-19,True,6733747,2022-10-02,True,1079 days,F
Katarzyna Rybarczyk,6567796,2020-05-22,True,6567075,2021-02-17,True,271 days,F
Katarzyna Slomczynska,6767532,2017-05-17,True,6809771,2021-12-08,True,1666 days,F
Katarzyna Slomska-Przech,6719932,2021-04-07,True,6718857,2021-10-25,True,201 days,F
Katarzyna Wac,6725049,2020-04-24,True,6652039,2020-07-22,True,89 days,F
Katarína Cechlárová,6726023,2021-02-17,True,6570218,2022-04-09,True,416 days,F
Kate A. Smith,6712173,2019-11-18,True,6792246,2020-10-11,True,328 days,F
Kate Brown,6652314,2020-05-07,True,6652541,2021-11-22,True,564 days,F
Kate R. Hampshire,6579825,2020-08-12,True,6579892,2021-05-14,True,275 days,F
Kate Smith-Miles,6682521,2020-02-24,True,6711001,2021-09-23,True,577 days,F
Katerina Cerná,6598349,2020-10-20,True,6598448,2022-04-09,True,536 days,F
Katerina Lukavská,6774937,2020-03-31,True,6773972,2021-10-14,True,562 days,F
Katerina Papadaki 0001,6693377,2020-02-19,True,6616303,2020-02-22,True,3 days,F
Katerina Pramatari,6794675,2020-06-08,True,6584556,2022-01-17,True,588 days,F
Katerina Voutsina,6589798,2020-05-20,True,6755054,2020-06-08,True,19 days,F
Kateryna Stoyka,6812008,2020-12-17,True,6807964,2021-01-26,True,40 days,F
Katharina Anna Zweig,6646109,2022-08-16,True,6809501,2022-12-07,True,113 days,F
Katharina J. Rohlfing,6691152,2020-05-18,True,6691099,2021-04-09,True,326 days,F
Katharina Schratz,6788324,2018-03-06,True,6788464,2022-04-09,True,1495 days,F
Katharina T. Huber,6637323,2020-01-03,True,6637944,2021-02-09,True,403 days,F
Katharina Weitz,6645357,2022-04-27,True,6724931,2022-09-22,True,148 days,F
Katherine Isbister,6696953,2020-07-09,True,6697367,2022-10-24,True,837 days,F
Katherine J. Kuchenbecker,6776913,2019-12-27,True,6762333,2020-09-02,True,250 days,F
Katherine Jones-Garmil,6683372,2020-05-22,True,6683476,2022-08-16,True,816 days,F
Katherine Karl,6775673,2020-03-31,True,6755030,2020-06-08,True,69 days,F
Katherine M. Chudoba,6590837,2020-05-20,True,6584492,2022-06-10,True,751 days,F
Katherine R. Dale,6628480,2020-04-01,True,6628844,2021-02-10,True,315 days,F
Katherine Siakavara,6783339,2020-07-30,True,6700327,2021-01-21,True,175 days,F
Kathie Cameron,6570243,2021-02-17,True,6665169,2022-06-09,True,477 days,F
Kathleen A. Kramer,6707338,2020-02-11,True,6601589,2020-06-08,True,118 days,F
Kathleen Beullens,6775991,2020-03-31,True,6776007,2022-01-03,True,643 days,F
Kathleen Lewis,6621745,2019-11-26,True,6622082,2022-03-16,True,841 days,F
Kathleen M. Iacocca,6587121,2021-03-23,True,6585405,2021-10-04,True,195 days,F
Kathrin Bringmann,6637652,2019-11-30,True,6788198,2022-01-14,True,776 days,F
Kathrin M. Möslein,6754974,2020-06-08,True,6691997,2022-12-06,True,911 days,F
Kathryn A. Dowsland,6793328,2020-08-31,True,6795152,2022-10-02,True,762 days,F
Kathryn E. Stecke,6615128,2020-02-22,True,6587405,2022-03-16,True,753 days,F
Kathryn Hoad,6792049,2020-06-08,True,6794423,2020-10-26,True,140 days,F
Kathryn R. Stam,6589861,2020-10-26,True,6614298,2022-05-24,True,575 days,F
Kathryn S. McCarthy,6633855,2020-09-29,True,6633749,2020-10-20,True,21 days,F
Kathy A. Stewart,6590586,2020-05-20,True,6589879,2021-10-14,True,512 days,F
Kathy Kotiadis,6794587,2020-06-08,True,6791891,2023-01-14,True,950 days,F
Katie Atkinson,6560410,2020-05-19,True,6643390,2022-01-03,True,594 days,F
Katina Michael,6639518,2020-02-22,True,6651209,2020-08-20,True,180 days,F
Katja D. Mombaur,6682906,2020-02-24,True,6683276,2021-10-14,True,598 days,F
Katja Herzog,6747682,2020-02-22,True,6749910,2022-03-16,True,753 days,F
Katja Verbeeck,6709641,2019-10-19,True,6577088,2021-02-17,True,487 days,F
Katrien De Cock,6563687,2020-02-24,True,6650869,2020-09-17,True,206 days,F
Katrien Verbert,6596319,2022-02-08,True,6614485,2022-05-24,True,105 days,F
Katrin Amunts,6627917,2020-05-28,True,6627894,2020-10-26,True,151 days,F
Katrin Franke,6712435,2017-12-28,True,6751835,2021-10-14,True,1386 days,F
Katrin Weller,6645733,2020-03-06,True,6629992,2022-08-16,True,893 days,F
Katrin Wodzicki,6774381,2020-05-30,True,6691821,2020-10-01,True,124 days,F
Katrina E. Falkner,6619623,2020-03-12,True,6706501,2021-08-26,True,532 days,F
Katy Börner,6642861,2017-05-17,True,6797938,2020-09-24,True,1226 days,F
Katya Rodríguez,6709241,2017-06-15,True,6756992,2021-02-11,True,1337 days,F
Kavita R. Singh,6773392,2017-05-20,True,6710314,2018-11-14,True,543 days,F
Kavita Sharma 0001,6631967,2020-04-16,True,6652314,2020-05-07,True,21 days,F
Kavitha Arunachalam,6764284,2020-09-02,True,6762161,2021-10-14,True,407 days,F
Kavitha Ranganathan,6790434,2017-05-28,True,6579897,2020-08-12,True,1172 days,F
Keiko Imai,6644964,2021-06-08,True,6645113,2022-05-12,True,338 days,F
Kenza Meridji,6786299,2020-04-01,True,6805472,2020-06-21,True,81 days,F
Keren Censor-Hillel,6574297,2018-11-27,True,6567175,2022-10-02,True,1405 days,F
Kerrie L. Mengersen,6625245,2020-05-10,True,6705916,2020-07-22,True,73 days,F
Kerstin Cuhls,6656220,2020-10-08,True,6656435,2022-10-02,True,724 days,F
Kerstin Dautenhahn,6681074,2020-03-27,True,6691043,2023-01-15,True,1024 days,F
Kerstin Severinson Eklundh,6679840,2020-02-24,True,6598341,2020-06-05,True,102 days,F
Khadija Dehri,6653671,2021-03-18,True,6653235,2022-07-25,True,494 days,F
Kia Makki,6642134,2017-05-18,True,6657319,2020-09-15,True,1216 days,F
Kira Barton,6617235,2020-04-02,True,6617355,2023-01-16,True,1019 days,F
Kira V. Adaricheva,6565872,2018-11-30,True,6571773,2019-06-02,True,184 days,F
Kirsten A. Morris,6563961,2020-02-24,True,6562171,2021-03-08,True,378 days,F
Kirsten Berthold,6628380,2020-04-01,True,6628588,2020-05-13,True,42 days,F
Kirsten Nørgaard,6684242,2020-02-22,True,6683798,2022-04-09,True,777 days,F
Kirstie L. Bellman,6646827,2020-03-06,True,6634718,2020-03-24,True,18 days,F
Kirstin E. M. Krauss,6579800,2020-08-12,True,6579988,2022-11-14,True,824 days,F
Kirsty Williamson,6690681,2020-05-11,True,6691818,2022-04-09,True,698 days,F
Kitty Meeks,6802839,2020-06-08,True,6569764,2021-02-17,True,254 days,F
Kjersti Aas,6745169,2018-04-03,True,6745233,2020-12-18,True,990 days,F
Klaske van Heusden,6563864,2020-07-16,True,6763859,2022-10-02,True,808 days,F
Klavdiya O. Bochenina,6666982,2020-07-09,True,6797276,2020-10-26,True,109 days,F
Konstantina Chrysafiadi,6741678,2017-05-26,True,6735685,2020-12-31,True,1315 days,F
Konstantina S. Nikita,6692776,2020-04-01,True,6760479,2022-11-22,True,965 days,F
Korina Katsaliaki,6792647,2020-06-08,True,6795018,2020-12-02,True,177 days,F
Krasimira Stoilova,6727202,2021-02-17,True,6595994,2022-10-02,True,592 days,F
Krista L. Merry,6620327,2020-04-09,True,6750341,2020-06-15,True,67 days,F
Kristen Brent Venable,6611085,2019-01-21,True,6612097,2022-02-25,True,1131 days,F
Kristen M. Donnell,6599927,2020-06-08,True,6599188,2022-09-18,True,832 days,F
Kristi A. Morgansen,6776796,2017-05-18,True,6563102,2020-02-24,True,1012 days,F
Kristien Ooms,6739218,2018-11-14,True,6718744,2020-08-25,True,650 days,F
Kristin Braa,6590679,2020-05-20,True,6598372,2020-06-05,True,16 days,F
Kristin Nölting,6645870,2020-03-06,True,6647552,2020-09-08,True,186 days,F
Kristin Ytterstad Pettersen,6681062,2020-02-24,True,6618969,2020-04-02,True,38 days,F
Kristina Ago,6637830,2022-06-23,True,6570190,2022-12-07,True,167 days,F
Kristina Lauche,6598131,2020-06-05,True,6585784,2021-10-14,True,496 days,F
Kristina Lerman,6777159,2017-05-18,True,6663203,2022-07-01,True,1870 days,F
Kristina Maschat,6746919,2022-05-13,True,6746733,2022-10-02,True,142 days,F
Kristina Vuskovic,6663725,2020-10-02,True,6665295,2021-03-23,True,172 days,F
Kristina Wicke,6637504,2022-05-11,True,6577683,2022-05-18,True,7 days,F
Kristine L. Nowak,6776063,2020-03-31,True,6691995,2020-10-01,True,184 days,F
Ksenia V. Lagutina,6766063,2021-02-16,True,6766151,2022-02-23,True,372 days,F
Kseniya I. Salakhutdinova,6765452,2021-02-24,True,6765364,2022-03-04,True,373 days,F
Kumara Sastry,6668669,2020-09-01,True,6668886,2020-10-26,True,55 days,F
Kusum Deep,6710391,2019-10-19,True,6741047,2022-10-18,True,1095 days,F
Kym Pram,6771171,2020-02-24,True,6770965,2021-10-18,True,602 days,F
Kyoko Hamajima,6679751,2020-02-24,True,6778017,2020-04-01,True,37 days,F
Kyriaki Kalimeri,6725030,2021-03-23,True,6725214,2022-01-03,True,286 days,F
Kyriaki Kostoglou,6582124,2020-03-19,True,6760479,2022-11-22,True,978 days,F
Laila Dahabiyeh,6804463,2022-06-23,True,6810110,2022-10-24,True,123 days,F
Lakshmi S. Iyer,6590770,2020-05-20,True,6764960,2020-05-26,True,6 days,F
Lakshmi Yamujala,6685952,2020-02-22,True,6685962,2021-01-09,True,322 days,F
Lale Özbakir,6711704,2019-10-19,True,6714592,2022-12-07,True,1145 days,F
Lama Abdulaziz Aldaej,6635956,2021-09-24,True,6796763,2023-01-13,True,476 days,F
Lamia Hadrich Belguith,6722471,2020-05-11,True,6627060,2022-06-10,True,760 days,F
Larissa A. de Freitas,6619152,2021-08-24,True,6755477,2021-11-23,True,91 days,F
Larraitz Uria,6638543,2020-04-16,True,6755290,2021-02-17,True,307 days,F
Lata Narayanan,6566026,2021-05-03,True,6567220,2021-10-14,True,164 days,F
Latanya Sweeney,6629320,2020-04-01,True,6641024,2022-09-26,True,908 days,F
Latifa Boutat-Baddas,6632909,2017-05-28,True,6561718,2020-02-24,True,1002 days,F
Laura Alcaide-Muñoz,6579848,2020-08-12,True,6622885,2020-08-25,True,13 days,F
Laura Alonso Alemany,6755494,2021-02-17,True,6755223,2022-10-12,True,602 days,F
Laura Belli,6718066,2020-04-25,True,6700076,2021-09-16,True,509 days,F
Laura Bozzelli,6571889,2020-03-19,True,6573292,2022-12-28,True,1014 days,F
Laura Burattini,6684872,2020-02-22,True,6683759,2022-11-09,True,991 days,F
Laura Cabrera Quiros,6725389,2021-09-16,True,6725435,2022-04-01,True,197 days,F
Laura Calzada-Infante,6740773,2017-06-14,True,6794263,2020-10-26,True,1230 days,F
Laura Caponetti,6582327,2020-03-12,True,6610189,2020-06-08,True,88 days,F
Laura Cleofas-Sánchez,6730407,2020-08-26,True,6757059,2022-06-23,True,666 days,F
Laura Colmenarejo,6637845,2020-12-29,True,6638284,2021-10-14,True,289 days,F
Laura Cruz Reyes,6588110,2020-07-30,True,6711254,2022-04-09,True,618 days,F
Laura De Miguel,6715909,2020-03-27,True,6613959,2021-12-15,True,628 days,F
Laura Diosan,6713626,2018-11-24,True,6668732,2020-09-01,True,647 days,F
Laura E. Levine,6775088,2020-03-31,True,6775631,2020-05-30,True,60 days,F
Laura Fabbiano,6603244,2020-06-08,True,6605877,2022-12-07,True,912 days,F
Laura Faber,6786959,2018-03-06,True,6788935,2021-02-17,True,1079 days,F
Laura Felicia Matusevich,6788382,2018-10-13,True,6637122,2020-01-15,True,459 days,F
Laura Fiorini 0001,6776576,2019-06-02,True,6627924,2022-10-02,True,1218 days,F
Laura Freina,6728670,2020-02-03,True,6728536,2022-01-21,True,718 days,F
Laura Gardini,6752842,2019-05-23,True,6807362,2022-01-03,True,956 days,F
Laura Gellert,6666669,2020-10-02,True,6666767,2021-05-14,True,224 days,F
Laura Giarré,6562826,2020-02-24,True,6632700,2022-05-13,True,809 days,F
Laura Giordano 0001,6579260,2020-03-06,True,6573164,2021-02-17,True,348 days,F
Laura Gori,6807332,2020-03-04,True,6787342,2021-02-17,True,350 days,F
Laura Hosman,6579815,2020-08-12,True,6690527,2022-10-02,True,781 days,F
Laura Kallmeyer,6590956,2020-05-19,True,6590934,2022-04-20,True,701 days,F
Laura L. Bowman,6775088,2020-03-31,True,6775631,2020-05-30,True,60 days,F
Laura Lanzarini,6640164,2020-06-18,True,6627044,2022-06-10,True,722 days,F
Laura M. Hiatt,6777769,2017-06-05,True,6777631,2018-06-26,True,386 days,F
Laura Menini,6632270,2017-06-05,True,6632144,2021-05-25,True,1450 days,F
Laura Micheli,6716721,2020-12-29,True,6598930,2021-09-16,True,261 days,F
Laura Müller,6805665,2020-03-04,True,6613824,2020-12-29,True,300 days,F
Laura Paglione,6785233,2020-07-16,True,6785378,2022-09-26,True,802 days,F
Laura Pezza,6695669,2020-02-19,True,6806482,2020-06-09,True,111 days,F
Laura Plaza,6755197,2021-02-17,True,6755238,2021-11-23,True,279 days,F
Laura Pozzi,6750731,2020-03-31,True,6584171,2022-10-02,True,915 days,F
Laura Rebollo-Neira,6686749,2020-02-22,True,6683949,2020-10-20,True,241 days,F
Laura Recalde,6618534,2020-04-02,True,6574610,2021-04-09,True,372 days,F
Laura Ricci,6789976,2019-08-20,True,6612559,2021-05-16,True,635 days,F
Laura Robinson,6691826,2020-10-01,True,6690893,2022-01-03,True,459 days,F
Laura Sebastia,6611842,2019-01-21,True,6720214,2021-06-15,True,876 days,F
Laura Stockdale,6773780,2020-05-30,True,6775763,2022-10-02,True,855 days,F
Laura Vandenbosch,6775222,2020-03-31,True,6774908,2022-09-14,True,897 days,F
Laura Ventura,6624994,2020-05-10,True,6623768,2022-10-02,True,875 days,F
Laure De Cock,6719364,2020-08-25,True,6719941,2021-08-13,True,353 days,F
Laurence Boissier,6776929,2017-05-18,True,6682504,2020-02-24,True,1012 days,F
Laurence Duchien,6724579,2021-02-17,True,6597947,2021-10-14,True,239 days,F
Laurence Field,6790518,2017-05-28,True,6790621,2017-09-16,True,111 days,F
Laurence Guerin,6749449,2020-10-26,True,6750140,2022-12-07,True,772 days,F
Laurence Kirby,6766666,2017-05-17,True,6767457,2021-09-16,True,1583 days,F
Laurence Pilard,6575427,2019-07-03,True,6572080,2021-02-17,True,595 days,F
Laurence Shalloo,6748016,2022-10-02,True,6749309,2022-12-07,True,66 days,F
Laurie J. Hendren,6671765,2020-10-02,True,6697579,2022-06-10,True,616 days,F
Lavinia Egidi,6569417,2020-09-05,True,6576971,2021-02-17,True,165 days,F
Lavinia María Picollo,6717473,2020-04-21,True,6717537,2020-06-08,True,48 days,F
Laxmi Parida,6809493,2017-05-28,True,6567951,2021-02-17,True,1361 days,F
Laxmi Srivastava,6715964,2019-10-19,True,6699413,2020-08-25,True,311 days,F
Lea Canales,6724897,2020-08-06,True,6725046,2022-06-23,True,686 days,F
Lea Terracini,6788545,2019-09-25,True,6789387,2020-09-14,True,355 days,F
Leah Epstein,6565988,2017-09-21,True,6577605,2023-01-15,True,1942 days,F
Leda D. Minkova,6806920,2021-04-15,True,6624010,2022-12-01,True,595 days,F
Leena Ukkonen,6618525,2020-04-02,True,6601351,2020-06-08,True,67 days,F
Leila Abuabara,6587543,2021-04-09,True,6792384,2022-10-02,True,541 days,F
Leila Alem,6598350,2020-06-05,True,6623571,2020-07-22,True,47 days,F
Leila Baccour,6735555,2018-03-20,True,6707044,2020-02-11,True,693 days,F
Leila Cristina Carneiro Bergamasco,6789438,2020-02-03,True,6734236,2022-04-09,True,796 days,F
Leila Esmaeili,6754980,2020-06-08,True,6744363,2022-04-09,True,670 days,F
Leila Ismail,6657923,2020-09-15,True,6672796,2020-10-02,True,17 days,F
Leila Ribeiro 0001,6577789,2019-12-02,True,6619924,2022-06-13,True,924 days,F
Lejla Batina,6696002,2020-02-19,True,6710092,2020-06-15,True,117 days,F
Lejla Smajlovic,6788408,2021-02-17,True,6788132,2022-04-09,True,416 days,F
Lele Zhang,6791277,2020-05-12,True,6791160,2021-03-24,True,316 days,F
Lelia Green,6774867,2020-03-31,True,6699596,2020-09-29,True,182 days,F
Leman Pinar Tosun,6628777,2020-11-07,True,6775470,2021-04-09,True,153 days,F
Lemonia Ragia,6721032,2022-01-03,True,6719289,2022-08-16,True,225 days,F
Lena Costaridou,6685034,2020-10-26,True,6758657,2021-06-21,True,238 days,F
Lena Pareto,6633679,2020-09-29,True,6598211,2021-05-14,True,227 days,F
Lena Zentner,6736797,2017-05-26,True,6732206,2017-06-06,True,11 days,F
Lene Juul Pedersen,6746878,2021-04-26,True,6748963,2021-09-01,True,128 days,F
Lenka Havelková,6719132,2020-08-25,True,6721495,2022-06-02,True,646 days,F
Lenka Lhotská,6685144,2020-04-30,True,6699065,2020-08-25,True,117 days,F
Lenka Pavelková,6726539,2021-02-17,True,6562952,2021-10-14,True,239 days,F
Leora Trub,6773857,2020-03-31,True,6773445,2022-06-23,True,814 days,F
Leticia C. Cagnina,6640117,2020-06-18,True,6755293,2021-02-17,True,244 days,F
Leticia Morales-Trujillo,6619273,2020-03-12,True,6619663,2022-12-07,True,1000 days,F
Letizia Leonardi,6711840,2020-03-30,True,6642394,2021-04-09,True,375 days,F
Letizia Scuderi,6787213,2021-02-17,True,6805781,2022-10-02,True,592 days,F
Letizia Tanca,6560499,2020-05-19,True,6576814,2021-02-17,True,274 days,F
Lettie Y. Conrad,6785097,2020-07-16,True,6785239,2022-02-23,True,587 days,F
Letícia Fleck Fadel Miguel,6742148,2019-10-19,True,6628921,2020-09-01,True,318 days,F
Leyla Demir,6734720,2018-11-30,True,6738597,2021-03-23,True,844 days,F
Leyla Gören Sümer,6694530,2020-02-19,True,6654281,2022-09-22,True,946 days,F
Leyli Mohammad Khanli,6736824,2019-12-27,True,6790599,2021-10-14,True,657 days,F
Lia Duarte,6747293,2020-02-22,True,6718208,2022-12-05,True,1017 days,F
Lia Morra,6738086,2019-06-02,True,6737244,2019-08-21,True,80 days,F
Liana Horowitz,6763288,2020-09-02,True,6758933,2020-09-05,True,3 days,F
Liane Gabora,6667274,2020-07-09,True,6707443,2022-02-18,True,589 days,F
Liane Mahlmann Kipper,6743026,2017-11-06,True,6586865,2022-08-16,True,1744 days,F
Liat Peterfreund,6577925,2020-08-25,True,6567014,2021-02-17,True,176 days,F
Lidia Fotia,6694832,2022-02-08,True,6748052,2022-10-02,True,236 days,F
Lidia Fuentes,6589299,2020-07-30,True,6724150,2021-02-17,True,202 days,F
Lidia López,6789574,2020-02-03,True,6756563,2022-06-23,True,871 days,F
Lidia Ogiela,6809574,2019-05-23,True,6717892,2020-04-25,True,338 days,F
Liisa Helle,6764358,2021-07-31,True,6762346,2022-06-29,True,333 days,F
Lila Kari,6569931,2017-05-04,True,6579441,2022-12-02,True,2038 days,F
Lila Santean,6766770,2017-05-17,True,6574278,2021-02-17,True,1372 days,F
Lili Liu,6587769,2021-06-15,True,6773714,2022-12-02,True,535 days,F
Lilian Bossuet,6591250,2020-07-14,True,6584142,2020-09-10,True,58 days,F
Liliana Ardissono,6739441,2019-11-26,True,6736852,2022-05-18,True,904 days,F
Liliana Chanona-Hernández,6742783,2018-11-14,True,6756376,2022-11-11,True,1458 days,F
Liliana Ironi,6809317,2020-03-04,True,6640362,2020-06-18,True,106 days,F
Liliana Lo Presti,6660873,2020-02-20,True,6691399,2021-12-25,True,674 days,F
Liliana Pérez,6663137,2020-02-25,True,6721391,2020-08-25,True,182 days,F
Lillian Y. Chang,6763747,2020-09-02,True,6680529,2022-01-03,True,488 days,F
Lilya Budaghyan,6641355,2020-04-25,True,6641750,2022-04-01,True,706 days,F
Lin Chen 0001,6671624,2020-10-02,True,6574015,2021-02-17,True,138 days,F
Lin Lin,6788034,2017-05-23,True,6649758,2022-06-10,True,1844 days,F
Lin Ma,6705916,2020-07-22,True,6587049,2022-04-09,True,626 days,F
Lin Miao,6730289,2021-10-29,True,6647851,2022-06-10,True,224 days,F
Lin Tie,6563247,2020-02-24,True,6596237,2020-07-22,True,149 days,F
Lin Xiao 0002,6711871,2020-09-18,True,6571368,2021-02-17,True,152 days,F
Lin Xu,6805020,2017-05-26,True,6611340,2019-01-21,True,605 days,F
Lin Zhang,6692767,2020-10-26,True,6648749,2022-06-10,True,592 days,F
Lina Garcés,6620049,2020-05-20,True,6651853,2020-09-05,True,108 days,F
Lina Ghibelli,6609568,2020-06-08,True,6762824,2021-10-14,True,493 days,F
Lina Li,6663814,2020-10-02,True,6801994,2022-02-14,True,500 days,F
Lina María Paz,6757368,2022-06-10,True,6757398,2022-06-23,True,13 days,F
